"矢板鋼試験片実験データ No.03","NONAME03.REC"
"Shot","(Data Num)","Trig Date","Trig Time"
"CONT : 2min40.6s","3213","11-08-30","14:06:40"

"CH","Unit","Mode","Range","Comment","Scaling","Ratio","Offset","EU","Filter"
"CH1","8936 analog","","200mV","ch1 X軸","OFF","-","-","V","500Hz"
"CH2","8936 analog","","200mV","ch1 Y軸","OFF","-","-","V","500Hz"
"CH3","8936 analog","","200mV","ch2 X軸","OFF","-","-","V","500Hz"
"CH4","8936 analog","","200mV","ch2 Y軸","OFF","-","-","V","500Hz"
"CH5","8936 analog","","500mV","移動距離","OFF","-","-","V","5Hz"
"CH6","8936 analog","","500mV","マーカー","OFF","-","-","V","5Hz"


"Time[s]","CH1(Max)[V]","CH1(Min)[V]","CH2(Max)[V]","CH2(Min)[V]","CH3(Max)[V]","CH3(Min)[V]","CH4(Max)[V]","CH4(Min)[V]","CH5(Max)[V]","CH5(Min)[V]","CH6(Max)[V]","CH6(Min)[V]"
4.88500000e+001,-5.00000e-002,-5.75000e-002,+8.75000e-002,+8.25000e-002,-3.75000e-002,-4.25000e-002,-3.10000e-001,-3.17500e-001,+3.11250e+000,+3.10625e+000,+9.37500e-002,+3.12500e-002
4.89000000e+001,-5.00000e-002,-5.50000e-002,+8.50000e-002,+7.75000e-002,-3.50000e-002,-3.75000e-002,-3.15000e-001,-3.17500e-001,+3.11250e+000,+3.10625e+000,+1.87500e-002,+6.25000e-003
4.89500000e+001,-5.00000e-002,-5.25000e-002,+8.00000e-002,+7.50000e-002,-3.50000e-002,-4.00000e-002,-3.17500e-001,-3.20000e-001,+3.11250e+000,+3.10625e+000,+1.25000e-002,+1.25000e-002
4.90000000e+001,-5.00000e-002,-5.25000e-002,+7.50000e-002,+7.25000e-002,-3.50000e-002,-3.75000e-002,-3.20000e-001,-3.22500e-001,+3.10625e+000,+3.10625e+000,+1.25000e-002,+6.25000e-003
4.90500000e+001,-4.75000e-002,-5.00000e-002,+7.50000e-002,+7.00000e-002,-3.25000e-002,-3.50000e-002,-3.20000e-001,-3.27500e-001,+3.11250e+000,+3.10000e+000,+1.25000e-002,+6.25000e-003
4.91000000e+001,-4.50000e-002,-5.00000e-002,+6.75000e-002,+6.25000e-002,-3.25000e-002,-3.50000e-002,-3.22500e-001,-3.27500e-001,+3.10625e+000,+3.10000e+000,+1.25000e-002,+6.25000e-003
4.91500000e+001,-4.75000e-002,-5.00000e-002,+6.50000e-002,+6.25000e-002,-3.00000e-002,-3.50000e-002,-3.27500e-001,-3.32500e-001,+3.10625e+000,+3.09375e+000,+1.25000e-002,+6.25000e-003
4.92000000e+001,-4.50000e-002,-4.75000e-002,+6.25000e-002,+5.75000e-002,-2.75000e-002,-3.00000e-002,-3.27500e-001,-3.35000e-001,+3.10000e+000,+3.09375e+000,+1.25000e-002,+6.25000e-003
4.92500000e+001,-4.25000e-002,-4.75000e-002,+6.00000e-002,+5.50000e-002,-3.00000e-002,-3.25000e-002,-3.35000e-001,-3.37500e-001,+3.10000e+000,+3.09375e+000,+1.25000e-002,+6.25000e-003
4.93000000e+001,-4.25000e-002,-4.50000e-002,+5.50000e-002,+5.25000e-002,-2.75000e-002,-3.25000e-002,-3.35000e-001,-3.40000e-001,+3.10000e+000,+3.09375e+000,+6.25000e-003,+6.25000e-003
4.93500000e+001,-4.00000e-002,-4.25000e-002,+5.00000e-002,+4.75000e-002,-2.75000e-002,-3.00000e-002,-3.35000e-001,-3.40000e-001,+3.10000e+000,+3.09375e+000,+1.25000e-002,+6.25000e-003
4.94000000e+001,-3.75000e-002,-4.25000e-002,+5.00000e-002,+4.50000e-002,-2.50000e-002,-2.75000e-002,-3.40000e-001,-3.42500e-001,+3.09375e+000,+3.08750e+000,+1.25000e-002,+0.00000e+000
4.94500000e+001,-4.00000e-002,-4.25000e-002,+5.00000e-002,+4.50000e-002,-2.75000e-002,-3.00000e-002,-3.42500e-001,-3.45000e-001,+3.10000e+000,+3.08750e+000,+1.25000e-002,+6.25000e-003
4.95000000e+001,-4.00000e-002,-4.25000e-002,+5.00000e-002,+4.25000e-002,-2.75000e-002,-3.00000e-002,-3.40000e-001,-3.42500e-001,+3.09375e+000,+3.09375e+000,+1.25000e-002,+6.25000e-003
4.95500000e+001,-3.75000e-002,-4.25000e-002,+4.50000e-002,+3.75000e-002,-2.75000e-002,-3.00000e-002,-3.40000e-001,-3.45000e-001,+3.09375e+000,+3.08750e+000,+1.25000e-002,+6.25000e-003
4.96000000e+001,-3.25000e-002,-3.50000e-002,+3.75000e-002,+3.25000e-002,-2.50000e-002,-2.75000e-002,-3.45000e-001,-3.50000e-001,+3.08750e+000,+3.08750e+000,+1.25000e-002,+6.25000e-003
4.96500000e+001,-2.75000e-002,-3.25000e-002,+3.25000e-002,+2.75000e-002,-2.25000e-002,-2.75000e-002,-3.47500e-001,-3.52500e-001,+3.09375e+000,+3.08750e+000,+1.25000e-002,+6.25000e-003
4.97000000e+001,-2.75000e-002,-3.25000e-002,+2.50000e-002,+1.75000e-002,-2.00000e-002,-2.50000e-002,-3.50000e-001,-3.57500e-001,+3.08750e+000,+3.08125e+000,+1.87500e-002,+6.25000e-003
4.97500000e+001,-2.25000e-002,-2.75000e-002,+2.25000e-002,+1.50000e-002,-1.75000e-002,-2.00000e-002,-3.57500e-001,-3.62500e-001,+3.08750e+000,+3.08125e+000,+1.25000e-002,+6.25000e-003
4.98000000e+001,-2.25000e-002,-2.75000e-002,+1.50000e-002,+1.25000e-002,-1.75000e-002,-2.00000e-002,-3.60000e-001,-3.62500e-001,+3.08125e+000,+3.07500e+000,+1.25000e-002,+6.25000e-003
4.98500000e+001,-2.25000e-002,-2.50000e-002,+1.50000e-002,+1.00000e-002,-1.75000e-002,-2.00000e-002,-3.60000e-001,-3.67500e-001,+3.08125e+000,+3.07500e+000,+1.25000e-002,+6.25000e-003
4.99000000e+001,-2.00000e-002,-2.25000e-002,+1.00000e-002,+5.00000e-003,-1.75000e-002,-2.00000e-002,-3.62500e-001,-3.67500e-001,+3.08125e+000,+3.07500e+000,+1.25000e-002,+6.25000e-003
4.99500000e+001,-1.75000e-002,-2.00000e-002,+7.50000e-003,+2.50000e-003,-1.50000e-002,-2.00000e-002,-3.65000e-001,-3.67500e-001,+3.07500e+000,+3.07500e+000,+1.25000e-002,+6.25000e-003
5.00000000e+001,-1.75000e-002,-2.00000e-002,+7.50000e-003,+0.00000e+000,-1.50000e-002,-2.00000e-002,-3.62500e-001,-3.67500e-001,+3.07500e+000,+3.06875e+000,+1.25000e-002,+6.25000e-003
5.00500000e+001,-1.50000e-002,-1.75000e-002,+0.00000e+000,-2.50000e-003,-1.50000e-002,-2.00000e-002,-3.65000e-001,-3.67500e-001,+3.07500e+000,+3.06875e+000,+6.25000e-003,+6.25000e-003
5.01000000e+001,-1.25000e-002,-1.75000e-002,-2.50000e-003,-7.50000e-003,-1.75000e-002,-2.00000e-002,-3.65000e-001,-3.70000e-001,+3.07500e+000,+3.06875e+000,+1.25000e-002,+6.25000e-003
5.01500000e+001,-7.50000e-003,-1.25000e-002,-5.00000e-003,-1.00000e-002,-1.50000e-002,-1.75000e-002,-3.70000e-001,-3.72500e-001,+3.06875e+000,+3.06250e+000,+1.25000e-002,+6.25000e-003
5.02000000e+001,-5.00000e-003,-1.00000e-002,-1.00000e-002,-1.75000e-002,-1.50000e-002,-1.75000e-002,-3.70000e-001,-3.75000e-001,+3.06875e+000,+3.06250e+000,+1.25000e-002,+6.25000e-003
5.02500000e+001,-2.50000e-003,-7.50000e-003,-1.50000e-002,-1.75000e-002,-1.50000e-002,-1.75000e-002,-3.75000e-001,-3.75000e-001,+3.06875e+000,+3.06250e+000,+1.25000e-002,+0.00000e+000
5.03000000e+001,-2.50000e-003,-7.50000e-003,-1.75000e-002,-2.00000e-002,-1.50000e-002,-1.75000e-002,-3.75000e-001,-3.77500e-001,+3.06250e+000,+3.05625e+000,+1.25000e-002,+6.25000e-003
5.03500000e+001,-2.50000e-003,-7.50000e-003,-1.75000e-002,-2.25000e-002,-1.50000e-002,-2.00000e-002,-3.75000e-001,-3.82500e-001,+3.06250e+000,+3.05625e+000,+6.25000e-003,+6.25000e-003
5.04000000e+001,+0.00000e+000,-2.50000e-003,-2.00000e-002,-2.25000e-002,-1.50000e-002,-2.00000e-002,-3.77500e-001,-3.80000e-001,+3.06250e+000,+3.05625e+000,+1.25000e-002,+0.00000e+000
5.04500000e+001,+0.00000e+000,-5.00000e-003,-2.00000e-002,-2.75000e-002,-1.50000e-002,-1.75000e-002,-3.77500e-001,-3.82500e-001,+3.06250e+000,+3.05625e+000,+1.25000e-002,+6.25000e-003
5.05000000e+001,+0.00000e+000,-5.00000e-003,-2.25000e-002,-2.75000e-002,-1.50000e-002,-2.00000e-002,-3.77500e-001,-3.80000e-001,+3.05625e+000,+3.05625e+000,+1.25000e-002,+6.25000e-003
5.05500000e+001,+2.50000e-003,-2.50000e-003,-2.50000e-002,-2.75000e-002,-1.50000e-002,-1.75000e-002,-3.80000e-001,-3.82500e-001,+3.05625e+000,+3.05000e+000,+1.25000e-002,+0.00000e+000
5.06000000e+001,+5.00000e-003,+0.00000e+000,-2.75000e-002,-3.00000e-002,-1.50000e-002,-1.75000e-002,-3.80000e-001,-3.85000e-001,+3.05625e+000,+3.05000e+000,+1.25000e-002,+0.00000e+000
5.06500000e+001,+5.00000e-003,+0.00000e+000,-3.00000e-002,-3.25000e-002,-1.75000e-002,-1.75000e-002,-3.80000e-001,-3.85000e-001,+3.05000e+000,+3.04375e+000,+1.25000e-002,+6.25000e-003
5.07000000e+001,+7.50000e-003,+0.00000e+000,-3.25000e-002,-3.75000e-002,-1.75000e-002,-2.00000e-002,-3.82500e-001,-3.85000e-001,+3.05000e+000,+3.04375e+000,+1.87500e-002,+0.00000e+000
5.07500000e+001,+5.00000e-003,+2.50000e-003,-3.25000e-002,-3.75000e-002,-1.50000e-002,-1.75000e-002,-3.80000e-001,-3.82500e-001,+3.05000e+000,+3.04375e+000,+6.25000e-003,+6.25000e-003
5.08000000e+001,+5.00000e-003,+2.50000e-003,-3.50000e-002,-3.75000e-002,-1.50000e-002,-1.75000e-002,-3.80000e-001,-3.82500e-001,+3.04375e+000,+3.03750e+000,+1.25000e-002,+6.25000e-003
5.08500000e+001,+5.00000e-003,+2.50000e-003,-3.25000e-002,-3.50000e-002,-1.50000e-002,-1.75000e-002,-3.80000e-001,-3.85000e-001,+3.04375e+000,+3.03750e+000,+1.25000e-002,+0.00000e+000
5.09000000e+001,+5.00000e-003,+2.50000e-003,-3.50000e-002,-4.00000e-002,-1.50000e-002,-1.50000e-002,-3.80000e-001,-3.87500e-001,+3.04375e+000,+3.03125e+000,+1.25000e-002,+6.25000e-003
5.09500000e+001,+7.50000e-003,+5.00000e-003,-3.75000e-002,-4.00000e-002,-1.25000e-002,-1.50000e-002,-3.85000e-001,-3.87500e-001,+3.04375e+000,+3.03125e+000,+1.25000e-002,+6.25000e-003
5.10000000e+001,+7.50000e-003,+2.50000e-003,-3.50000e-002,-4.00000e-002,-1.25000e-002,-1.25000e-002,-3.90000e-001,-3.92500e-001,+3.03750e+000,+3.03125e+000,+1.25000e-002,+6.25000e-003
5.10500000e+001,+2.50000e-003,+0.00000e+000,-3.75000e-002,-4.25000e-002,-1.25000e-002,-1.75000e-002,-3.87500e-001,-3.90000e-001,+3.03750e+000,+3.03125e+000,+1.25000e-002,+6.25000e-003
5.11000000e+001,+2.50000e-003,+0.00000e+000,-4.00000e-002,-4.25000e-002,-1.50000e-002,-2.00000e-002,-3.87500e-001,-3.90000e-001,+3.03750e+000,+3.03125e+000,+1.25000e-002,+0.00000e+000
5.11500000e+001,+2.50000e-003,+0.00000e+000,-4.00000e-002,-4.25000e-002,-1.25000e-002,-1.50000e-002,-3.85000e-001,-3.90000e-001,+3.03125e+000,+3.02500e+000,+1.25000e-002,+0.00000e+000
5.12000000e+001,+2.50000e-003,+0.00000e+000,-4.00000e-002,-4.25000e-002,-1.25000e-002,-1.75000e-002,-3.87500e-001,-3.90000e-001,+3.03125e+000,+3.02500e+000,+1.25000e-002,+6.25000e-003
5.12500000e+001,+2.50000e-003,+0.00000e+000,-4.25000e-002,-4.25000e-002,-1.25000e-002,-1.75000e-002,-3.87500e-001,-3.90000e-001,+3.03125e+000,+3.02500e+000,+1.25000e-002,+6.25000e-003
5.13000000e+001,+2.50000e-003,+0.00000e+000,-4.00000e-002,-4.25000e-002,-1.50000e-002,-2.00000e-002,-3.87500e-001,-3.90000e-001,+3.02500e+000,+3.01875e+000,+1.25000e-002,+0.00000e+000
5.13500000e+001,+0.00000e+000,+0.00000e+000,-4.00000e-002,-4.25000e-002,-1.50000e-002,-1.75000e-002,-3.85000e-001,-3.90000e-001,+3.02500e+000,+3.01875e+000,+1.25000e-002,+6.25000e-003
5.14000000e+001,+2.50000e-003,+0.00000e+000,-4.00000e-002,-4.50000e-002,-1.50000e-002,-2.00000e-002,-3.87500e-001,-3.90000e-001,+3.02500e+000,+3.01250e+000,+1.25000e-002,+6.25000e-003
5.14500000e+001,+0.00000e+000,-5.00000e-003,-4.25000e-002,-4.75000e-002,-1.25000e-002,-1.75000e-002,-3.85000e-001,-3.90000e-001,+3.02500e+000,+3.01875e+000,+1.25000e-002,+0.00000e+000
5.15000000e+001,+0.00000e+000,-5.00000e-003,-4.25000e-002,-4.50000e-002,-1.25000e-002,-2.00000e-002,-3.87500e-001,-3.90000e-001,+3.02500e+000,+3.01250e+000,+1.25000e-002,+0.00000e+000
5.15500000e+001,+0.00000e+000,-5.00000e-003,-4.25000e-002,-4.50000e-002,-1.25000e-002,-1.75000e-002,-3.85000e-001,-3.87500e-001,+3.02500e+000,+3.01875e+000,+1.25000e-002,+0.00000e+000
5.16000000e+001,+0.00000e+000,-2.50000e-003,-4.25000e-002,-4.50000e-002,-1.25000e-002,-1.75000e-002,-3.87500e-001,-3.92500e-001,+3.01875e+000,+3.01250e+000,+1.25000e-002,+6.25000e-003
5.16500000e+001,-2.50000e-003,-5.00000e-003,-4.50000e-002,-4.75000e-002,-1.50000e-002,-1.75000e-002,-3.87500e-001,-3.92500e-001,+3.01875e+000,+3.01250e+000,+1.25000e-002,+0.00000e+000
5.17000000e+001,-2.50000e-003,-5.00000e-003,-4.25000e-002,-4.50000e-002,-1.50000e-002,-1.75000e-002,-3.87500e-001,-3.90000e-001,+3.01875e+000,+3.01250e+000,+1.25000e-002,+0.00000e+000
5.17500000e+001,+5.00000e-003,-2.50000e-003,-4.75000e-002,-5.00000e-002,-1.50000e-002,-1.75000e-002,-3.80000e-001,-3.87500e-001,+3.01250e+000,+3.00625e+000,+1.25000e-002,+6.25000e-003
5.18000000e+001,+5.00000e-003,-2.50000e-003,-4.50000e-002,-5.00000e-002,-1.50000e-002,-1.75000e-002,-3.80000e-001,-3.82500e-001,+3.01250e+000,+3.01250e+000,+1.25000e-002,+0.00000e+000
5.18500000e+001,+0.00000e+000,-5.00000e-003,-4.25000e-002,-5.00000e-002,-1.50000e-002,-2.00000e-002,-3.77500e-001,-3.85000e-001,+3.01875e+000,+3.00625e+000,+1.25000e-002,+6.25000e-003
5.19000000e+001,+2.50000e-003,-2.50000e-003,-4.50000e-002,-5.00000e-002,-1.50000e-002,-1.75000e-002,-3.80000e-001,-3.82500e-001,+3.01250e+000,+3.00625e+000,+1.25000e-002,+6.25000e-003
5.19500000e+001,+0.00000e+000,+0.00000e+000,-4.75000e-002,-5.00000e-002,-1.75000e-002,-1.75000e-002,-3.77500e-001,-3.82500e-001,+3.01250e+000,+3.00625e+000,+1.25000e-002,+0.00000e+000
5.20000000e+001,+0.00000e+000,-2.50000e-003,-4.50000e-002,-4.75000e-002,-1.50000e-002,-2.00000e-002,-3.82500e-001,-3.85000e-001,+3.01250e+000,+3.00625e+000,+1.25000e-002,+6.25000e-003
5.20500000e+001,+2.50000e-003,+0.00000e+000,-4.75000e-002,-5.00000e-002,-1.50000e-002,-2.00000e-002,-3.82500e-001,-3.90000e-001,+3.01250e+000,+3.00625e+000,+1.87500e-002,+0.00000e+000
5.21000000e+001,+0.00000e+000,-2.50000e-003,-4.50000e-002,-5.00000e-002,-1.50000e-002,-1.75000e-002,-3.87500e-001,-3.90000e-001,+3.01250e+000,+3.00625e+000,+1.25000e-002,+6.25000e-003
5.21500000e+001,+0.00000e+000,-2.50000e-003,-4.75000e-002,-5.00000e-002,-1.75000e-002,-2.00000e-002,-3.87500e-001,-3.90000e-001,+3.01250e+000,+3.00625e+000,+1.25000e-002,+6.25000e-003
5.22000000e+001,+2.50000e-003,-2.50000e-003,-4.50000e-002,-5.00000e-002,-1.75000e-002,-2.25000e-002,-3.85000e-001,-3.90000e-001,+3.00625e+000,+3.00625e+000,+1.25000e-002,+6.25000e-003
5.22500000e+001,+0.00000e+000,-2.50000e-003,-4.75000e-002,-5.00000e-002,-1.50000e-002,-1.75000e-002,-3.85000e-001,-3.90000e-001,+3.00625e+000,+3.00000e+000,+1.25000e-002,+6.25000e-003
5.23000000e+001,+0.00000e+000,-2.50000e-003,-5.00000e-002,-5.00000e-002,-1.50000e-002,-1.75000e-002,-3.87500e-001,-3.90000e-001,+3.00625e+000,+3.00000e+000,+1.25000e-002,+0.00000e+000
5.23500000e+001,+0.00000e+000,-2.50000e-003,-5.00000e-002,-5.00000e-002,-1.50000e-002,-2.00000e-002,-3.87500e-001,-3.92500e-001,+3.00625e+000,+3.00000e+000,+1.25000e-002,+0.00000e+000
5.24000000e+001,+0.00000e+000,-2.50000e-003,-4.75000e-002,-5.25000e-002,-1.75000e-002,-1.75000e-002,-3.87500e-001,-3.92500e-001,+3.00625e+000,+3.00000e+000,+1.25000e-002,+6.25000e-003
5.24500000e+001,-2.50000e-003,-5.00000e-003,-5.00000e-002,-5.25000e-002,-1.75000e-002,-2.00000e-002,-3.87500e-001,-3.92500e-001,+3.00625e+000,+2.99375e+000,+1.25000e-002,+6.25000e-003
5.25000000e+001,-2.50000e-003,-5.00000e-003,-5.00000e-002,-5.25000e-002,-1.50000e-002,-2.00000e-002,-3.90000e-001,-3.92500e-001,+3.00000e+000,+2.99375e+000,+6.25000e-003,+6.25000e-003
5.25500000e+001,-2.50000e-003,-5.00000e-003,-5.00000e-002,-5.25000e-002,-1.50000e-002,-1.75000e-002,-3.92500e-001,-3.95000e-001,+3.00000e+000,+2.99375e+000,+1.25000e-002,+0.00000e+000
5.26000000e+001,-2.50000e-003,-5.00000e-003,-4.75000e-002,-5.25000e-002,-1.75000e-002,-2.25000e-002,-3.90000e-001,-3.90000e-001,+2.99375e+000,+2.98750e+000,+1.25000e-002,+6.25000e-003
5.26500000e+001,-2.50000e-003,-1.00000e-002,-4.75000e-002,-5.00000e-002,-1.50000e-002,-2.25000e-002,-3.87500e-001,-3.92500e-001,+2.99375e+000,+2.98750e+000,+1.25000e-002,+6.25000e-003
5.27000000e+001,-5.00000e-003,-7.50000e-003,-4.75000e-002,-5.25000e-002,-1.50000e-002,-1.75000e-002,-3.87500e-001,-3.90000e-001,+2.99375e+000,+2.98750e+000,+1.25000e-002,+6.25000e-003
5.27500000e+001,-2.50000e-003,-7.50000e-003,-5.25000e-002,-5.25000e-002,-1.75000e-002,-2.00000e-002,-3.87500e-001,-3.92500e-001,+2.99375e+000,+2.98125e+000,+1.25000e-002,+6.25000e-003
5.28000000e+001,-5.00000e-003,-1.00000e-002,-5.00000e-002,-5.25000e-002,-1.75000e-002,-1.75000e-002,-3.87500e-001,-3.90000e-001,+2.99375e+000,+2.98750e+000,+1.25000e-002,+6.25000e-003
5.28500000e+001,-5.00000e-003,-1.00000e-002,-5.00000e-002,-5.25000e-002,-1.75000e-002,-2.00000e-002,-3.87500e-001,-3.90000e-001,+2.98750e+000,+2.98125e+000,+1.25000e-002,+0.00000e+000
5.29000000e+001,-5.00000e-003,-1.00000e-002,-5.25000e-002,-5.50000e-002,-1.75000e-002,-2.00000e-002,-3.87500e-001,-3.90000e-001,+2.99375e+000,+2.98125e+000,+1.25000e-002,+6.25000e-003
5.29500000e+001,-5.00000e-003,-1.00000e-002,-5.25000e-002,-5.50000e-002,-1.75000e-002,-2.00000e-002,-3.87500e-001,-3.90000e-001,+2.99375e+000,+2.98125e+000,+1.25000e-002,+6.25000e-003
5.30000000e+001,-5.00000e-003,-7.50000e-003,-5.00000e-002,-5.75000e-002,-1.75000e-002,-2.00000e-002,-3.87500e-001,-3.90000e-001,+2.98750e+000,+2.98125e+000,+1.25000e-002,+6.25000e-003
5.30500000e+001,-5.00000e-003,-1.00000e-002,-5.00000e-002,-5.25000e-002,-1.75000e-002,-2.00000e-002,-3.90000e-001,-3.90000e-001,+2.98750e+000,+2.98125e+000,+1.25000e-002,+6.25000e-003
5.31000000e+001,-2.50000e-003,-7.50000e-003,-5.00000e-002,-5.25000e-002,-1.75000e-002,-1.75000e-002,-3.87500e-001,-3.90000e-001,+2.98750e+000,+2.98750e+000,+1.25000e-002,+6.25000e-003
5.31500000e+001,-5.00000e-003,-7.50000e-003,-4.75000e-002,-5.25000e-002,-1.50000e-002,-2.00000e-002,-3.87500e-001,-3.90000e-001,+2.99375e+000,+2.98125e+000,+1.25000e-002,+0.00000e+000
5.32000000e+001,-5.00000e-003,-7.50000e-003,-4.75000e-002,-5.00000e-002,-1.50000e-002,-1.75000e-002,-3.87500e-001,-3.90000e-001,+2.98750e+000,+2.98125e+000,+1.25000e-002,+6.25000e-003
5.32500000e+001,-2.50000e-003,-5.00000e-003,-5.00000e-002,-5.25000e-002,-1.50000e-002,-2.00000e-002,-3.85000e-001,-3.90000e-001,+2.98125e+000,+2.98125e+000,+1.25000e-002,+6.25000e-003
5.33000000e+001,-5.00000e-003,-7.50000e-003,-4.75000e-002,-5.00000e-002,-1.75000e-002,-2.00000e-002,-3.87500e-001,-3.87500e-001,+2.98750e+000,+2.98125e+000,+1.25000e-002,+6.25000e-003
5.33500000e+001,-5.00000e-003,-7.50000e-003,-4.75000e-002,-5.00000e-002,-1.50000e-002,-1.75000e-002,-3.87500e-001,-3.90000e-001,+2.98125e+000,+2.97500e+000,+1.25000e-002,+6.25000e-003
5.34000000e+001,-2.50000e-003,-7.50000e-003,-4.50000e-002,-5.00000e-002,-1.50000e-002,-2.00000e-002,-3.87500e-001,-3.95000e-001,+2.98125e+000,+2.98125e+000,+1.25000e-002,+0.00000e+000
5.34500000e+001,-2.50000e-003,-7.50000e-003,-4.75000e-002,-4.75000e-002,-1.50000e-002,-1.75000e-002,-3.87500e-001,-3.92500e-001,+2.98125e+000,+2.97500e+000,+1.25000e-002,+6.25000e-003
5.35000000e+001,-5.00000e-003,-7.50000e-003,-4.50000e-002,-5.00000e-002,-1.75000e-002,-2.00000e-002,-3.90000e-001,-3.90000e-001,+2.98125e+000,+2.97500e+000,+1.25000e-002,+0.00000e+000
5.35500000e+001,-2.50000e-003,-7.50000e-003,-4.75000e-002,-5.00000e-002,-1.50000e-002,-1.75000e-002,-3.87500e-001,-3.95000e-001,+2.98125e+000,+2.96875e+000,+1.25000e-002,+6.25000e-003
5.36000000e+001,-5.00000e-003,-7.50000e-003,-4.50000e-002,-4.75000e-002,-1.25000e-002,-2.00000e-002,-3.87500e-001,-3.92500e-001,+2.97500e+000,+2.96875e+000,+1.25000e-002,+0.00000e+000
5.36500000e+001,-5.00000e-003,-7.50000e-003,-4.50000e-002,-5.25000e-002,-1.50000e-002,-1.75000e-002,-3.90000e-001,-3.95000e-001,+2.96875e+000,+2.96875e+000,+1.25000e-002,+6.25000e-003
5.37000000e+001,-5.00000e-003,-5.00000e-003,-5.25000e-002,-5.25000e-002,-1.50000e-002,-2.00000e-002,-3.92500e-001,-3.95000e-001,+2.97500e+000,+2.96250e+000,+1.25000e-002,+6.25000e-003
5.37500000e+001,-5.00000e-003,-7.50000e-003,-5.00000e-002,-5.50000e-002,-1.25000e-002,-2.00000e-002,-3.92500e-001,-3.95000e-001,+2.96875e+000,+2.96250e+000,+1.25000e-002,+6.25000e-003
5.38000000e+001,-2.50000e-003,-1.00000e-002,-5.00000e-002,-5.25000e-002,-1.50000e-002,-2.00000e-002,-3.90000e-001,-3.92500e-001,+2.96875e+000,+2.95625e+000,+1.25000e-002,+0.00000e+000
5.38500000e+001,-2.50000e-003,-5.00000e-003,-5.00000e-002,-5.25000e-002,-1.50000e-002,-2.25000e-002,-3.87500e-001,-3.92500e-001,+2.96875e+000,+2.96250e+000,+1.25000e-002,+0.00000e+000
5.39000000e+001,-5.00000e-003,-7.50000e-003,-5.00000e-002,-5.25000e-002,-1.50000e-002,-2.00000e-002,-3.95000e-001,-3.97500e-001,+2.96250e+000,+2.95625e+000,+1.25000e-002,+0.00000e+000
5.39500000e+001,-2.50000e-003,-1.00000e-002,-5.00000e-002,-5.25000e-002,-1.75000e-002,-2.00000e-002,-3.95000e-001,-3.95000e-001,+2.96250e+000,+2.95625e+000,+1.25000e-002,+6.25000e-003
5.40000000e+001,-5.00000e-003,-7.50000e-003,-5.00000e-002,-5.25000e-002,-1.75000e-002,-2.25000e-002,-3.95000e-001,-3.97500e-001,+2.96250e+000,+2.95625e+000,+1.25000e-002,+6.25000e-003
5.40500000e+001,-7.50000e-003,-1.00000e-002,-5.00000e-002,-5.50000e-002,-1.75000e-002,-2.00000e-002,-3.92500e-001,-3.95000e-001,+2.96250e+000,+2.95625e+000,+1.25000e-002,+6.25000e-003
5.41000000e+001,-5.00000e-003,-1.00000e-002,-5.00000e-002,-5.75000e-002,-2.00000e-002,-2.00000e-002,-3.92500e-001,-3.95000e-001,+2.96250e+000,+2.95625e+000,+1.25000e-002,+6.25000e-003
5.41500000e+001,-7.50000e-003,-1.25000e-002,-5.00000e-002,-5.50000e-002,-1.50000e-002,-2.00000e-002,-3.92500e-001,-3.95000e-001,+2.96250e+000,+2.95625e+000,+1.25000e-002,+6.25000e-003
5.42000000e+001,-7.50000e-003,-1.00000e-002,-5.25000e-002,-5.50000e-002,-1.75000e-002,-2.00000e-002,-3.95000e-001,-3.95000e-001,+2.95625e+000,+2.95625e+000,+1.25000e-002,+0.00000e+000
5.42500000e+001,-1.00000e-002,-1.00000e-002,-5.25000e-002,-5.50000e-002,-1.75000e-002,-2.25000e-002,-3.95000e-001,-3.97500e-001,+2.95625e+000,+2.95000e+000,+1.25000e-002,+6.25000e-003
5.43000000e+001,-7.50000e-003,-1.25000e-002,-5.25000e-002,-5.50000e-002,-1.75000e-002,-2.00000e-002,-3.92500e-001,-3.97500e-001,+2.95625e+000,+2.95000e+000,+1.25000e-002,+6.25000e-003
5.43500000e+001,-7.50000e-003,-1.00000e-002,-5.50000e-002,-5.50000e-002,-2.00000e-002,-2.25000e-002,-3.95000e-001,-3.97500e-001,+2.95625e+000,+2.95000e+000,+1.25000e-002,+6.25000e-003
5.44000000e+001,-7.50000e-003,-1.00000e-002,-5.25000e-002,-5.50000e-002,-1.75000e-002,-2.25000e-002,-3.95000e-001,-3.97500e-001,+2.95000e+000,+2.94375e+000,+1.25000e-002,+6.25000e-003
5.44500000e+001,-7.50000e-003,-1.00000e-002,-5.25000e-002,-5.50000e-002,-2.00000e-002,-2.25000e-002,-3.92500e-001,-3.97500e-001,+2.94375e+000,+2.94375e+000,+1.25000e-002,+0.00000e+000
5.45000000e+001,-7.50000e-003,-1.50000e-002,-5.50000e-002,-5.75000e-002,-1.75000e-002,-2.25000e-002,-3.92500e-001,-3.95000e-001,+2.95000e+000,+2.94375e+000,+1.25000e-002,+6.25000e-003
5.45500000e+001,-1.25000e-002,-1.50000e-002,-5.75000e-002,-5.75000e-002,-2.00000e-002,-2.25000e-002,-3.95000e-001,-3.97500e-001,+2.94375e+000,+2.93750e+000,+1.25000e-002,+0.00000e+000
